,Box,slot,month,day,year,session,river,site,habitat,egg,JULIAN.DAY,TEMP,CONDUCTIVITY,membrane.diameter.1,membrane.diameter.2,membrane.diameter.3,membrane.diameter.4,yolk.diameter.1,yolk.diameter.2,yolk.diameter.3,yolk.diameter.4,larval.length,MEMBRANE.AVE,MEMBRANE.SD,membrane.cv,yolk.to.membrane.ratio,YOLK.AVE,YOLK.SD,yolk.cv,Egg.Stage,compact.diffuse,Pigment,sticky.debris,deflated,comments,Questionable.genetics,common.name,Lab,Family,Genus,species,common.name.ACGC,Family.ACGC,Genus.ACGC,species.ACGC
629,Box 21,D4,8,10,2015,12,SKK,DNC,BACK,16-00134,222,23.4,401,0.9112459,0.9289778,0.888938,0.9398439,0.769786,0.8224708,0.7670523,0.8224708,0,0.9172514,0.02225342,0.024260983,0.867204972,0.795444975,0.031226684,0.039256875,4,C,N,N,Y,,,,UWSP,,,,,,,
630,Box 14,E9,5,27,2014,4,UMR,DND,THAL,38,147,19.9,332,1.642417,1.711963,1.675434,1.5894443,1.642417,1.711963,1.675434,1.5894443,0,1.654814575,0.05201947,0.031435226,1,1.654814575,0.05201947,0.031435226,D,D,N,Y,Y,likely not a drum,YES,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
631,Box 14,F1,5,27,2014,4,UMR,DND,THAL,39,147,19.9,332,2.707026,1.921833,1.862868,1.665199,1.976421,1.768951,1.852348,1.637988,0,2.0392315,0.45852528,0.224851999,0.887063092,1.808927,0.142311683,0.078671877,4,C,N,Y,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
632,Box 2,D1,5,27,2014,4,UMR,UPD,THAL,3,147,19.9,328,NA,NA,NA,NA,1.637915,1.469638,1.529963,1.622801,0,NA,NA,NA,NA,1.56507925,0.079538314,NA,5,C,N,N,NO MEMBRANE,no membrane,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
633,Box 8,D2,7,20,2014,10,UMR,UPI,BACK,7,201,24.6,468,1.483934,1.433471,1.484122,1.471207,0.9862382,1.021714,1.022945,0.9756556,2.167444,1.4681835,0.023918007,0.016290884,0.682229571,1.0016382,0.024284927,0.024245208,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
634,Box 26,E3,5,24,2015,4,CDR,CON,CHAN,16-00594,144,18.4,561,2.106771,2.112422,2.031955,2.015642,1.082967,1.07692,1.000053,1.087918,0,2.0666975,0.05003439,0.024209828,0.513846124,1.0619645,0.04151863,0.039096062,4,C,N,Y,Y,,,,Roe,,,,,,,
635,Box 9,B3,6,13,2014,6,IAR,UPE,CHAN,2,164,24.2,538,1.520142,1.705819,1.446832,1.567874,1.015951,1.037062,0.9984604,0.8608535,0,1.56016675,0.109118782,0.069940461,0.626908454,0.978081725,0.079729756,0.081516456,5,C,N,Y,Y,,,,Roe,,,,,,,
636,Box 9,B4,8,6,2014,12,UMR,UPS,CHAN,1,218,26.8,474,1.752552,1.680791,1.953692,1.500366,1.105434,0.7972554,0.9455274,0.9890164,0,1.72185025,0.187469402,0.108876716,0.557138055,0.9593083,0.127392238,0.13279593,4,C,N,Y,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
637,Box 10,E5,7,29,2014,11,DSM,MTH,CHAN,2,210,25.4,480,1.434775,1.358816,1.442997,1.406878,1.218406,1.124758,1.198536,1.187682,2.575046,1.4108665,0.03798749,0.026924936,0.838027907,1.1823455,0.040444573,0.034207068,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
638,Box 8,D3,8,7,2014,12,CDR,CON,BACK,7,219,23.4,473,1.097211,0.9585814,1.148229,0.9492773,0.8680142,1.076725,0.9703972,0.9040906,0,1.038324675,0.099724595,0.09604375,0.919564731,0.95480675,0.09167369,0.096012822,6,C,N,Y,Y,,,,Roe,,,,,,,
639,Box 18,E1,6,21,2014,7,UMR,DNS,CHAN,29,172,25.2,367,1.995664,1.753069,1.768341,1.827252,0.8111059,0.8457936,0.895596,0.7783125,0,1.8360815,0.111092131,0.060505011,0.453521263,0.832702,0.050171886,0.06025191,4,C,N,N,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
640,Box 19,H4,5,24,2015,4,CDR,CON,CHAN,2015-EG-04-CDR-CON-C-003,144,18.4,561,3.044772,2.325094,2.899575,2.709398,1.314439,0.9587274,1.222441,1.126729,0,2.74470975,0.311632742,0.113539416,0.421022332,1.1555841,0.151975767,0.131514242,3,C,N,N,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
641,Box 5,C9,6,5,2014,5,SKK,DNC,THAL,2,156,24.2,558,1.373145,1.370801,1.371196,1.344074,1.212108,1.164816,1.296056,1.321785,1.958578,1.364804,0.013857932,0.010153789,0.914923498,1.24869125,0.072937205,0.05841092,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
642,Box 11,E7,6,5,2014,5,IAR,MTH,CHAN,2,156,24.1,489,1.432202,1.412544,1.400503,1.409323,1.170608,1.024498,1.012918,1.055601,0,1.413643,0.013378668,0.009463965,0.754013743,1.06590625,0.072090342,0.067632911,6,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
643,Box 27,E3,5,24,2015,4,CDR,CON,THAL,16-00694,144,18.4,561,1.792907,1.372961,1.662229,1.396037,1.005917,1.00014,0.9223398,0.9886974,0,1.5560335,0.205346017,0.131967606,0.629339632,0.97927355,0.038624444,0.039441935,4,C,N,Y,Y,,NO,Channel Shiner,Roe,Cyprinidae,Notropis,Notropis wickliffi,Channel Shiner,Cyprinidae,Notropis,Notropis wickliffi
644,Box 12,A3,6,4,2014,5,UMR,UPS,THAL,2,155,24.6,313,1.560836,1.566714,1.55534,1.569155,1.187506,1.124245,1.124432,1.048458,2.346365,1.56301125,0.006192356,0.003961811,0.717307857,1.12116025,0.056884666,0.05073732,7,C,N,N,N,,,,Roe,,,,,,,
645,Box 5,D1,8,5,2014,12,UMR,DND,CHAN,1,217,27.5,485,1.507768,1.495209,1.517853,1.500995,0.9766403,1.11455,1.15134,1.100808,2.063424,1.50545625,0.009728523,0.006462176,0.721266111,1.085834575,0.075857607,0.069861108,7,C,Y,N,N,,,,Roe,,,,,,,
646,Box 21,D5,8,10,2015,12,SKK,DNC,BACK,16-00135,222,23.4,401,0.8816612,1.030655,0.9251256,1.029398,0.7455491,0.7515593,0.7615323,0.7619,0,0.96670995,0.075235871,0.077826727,0.781139343,0.755135175,0.007986776,0.010576618,4,C,N,N,Y,,,,UWSP,,,,,,,
647,Box 21,D6,8,10,2015,12,SKK,DNC,BACK,16-00136,222,23.4,401,0.9943472,1.488584,1.199544,1.023668,0.7397267,0.9065463,0.7631397,0.7991531,0,1.1765358,0.226910193,0.192862973,0.681782441,0.80214145,0.073770004,0.091966328,4,C,N,N,Y,,,,UWSP,,,,,,,
648,Box 18,E2,6,21,2014,7,UMR,DNS,CHAN,30,172,25.2,367,1.384939,1.368604,1.396644,1.360619,1.103046,0.9990249,0.9842206,1.048247,0,1.3777015,0.016184108,0.01174718,0.750260216,1.033634625,0.053761943,0.052012521,5,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
649,Box 7,B9,6,12,2014,6,DSM,MTH,CHAN,3,163,22.3,500,1.573326,1.527768,1.51959,1.508741,1.167574,1.208295,1.309831,1.127489,0,1.53235625,0.028403225,0.018535654,0.785259466,1.20329725,0.078310193,0.065079674,5,C,Y,N,N,,,,Roe,,,,,,,
650,Box 4,C7,6,12,2014,6,DSM,MTH,THAL,3,163,22.3,500,1.525422,1.592208,1.559368,1.53629,1.108213,1.066227,1.135367,0.9756556,0,1.553322,0.029536272,0.019014906,0.689725408,1.07136565,0.069858713,0.065205295,5,C,Y,N,N,,,,Roe,,,,,,,
651,Box 6,D5,5,5,2014,2,DSM,KQA,THAL,1,125,17,503,1.972307,1.768844,1.696504,1.901374,1.748668,1.707068,1.524317,1.936831,0,1.83475725,0.124921632,0.068086191,0.942479448,1.729221,0.169269511,0.097887726,D,D,N,N,N,,NO,River Carpsucker,Roe,Catostomidae,Carpiodes,Carpiodes carpio,River Carpsucker,Catostomidae,Carpiodes,Carpiodes carpio
652,Box 4,C8,7,28,2014,11,UMR,UPI,CHAN,3,209,24.7,522,1.383441,1.41378,1.405262,1.367163,1.082057,1.017309,0.9574114,0.9531854,0,1.3924115,0.021132162,0.015176664,0.719967265,1.0024907,0.060590247,0.06043971,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
653,Box 9,C1,6,5,2014,5,IAR,DNE,THAL,1,156,25.3,582,1.306625,1.454482,1.39331,1.432166,1.117525,1.300189,0.9995625,1.141278,0,1.39664575,0.065119333,0.046625519,0.815982596,1.139638625,0.123678944,0.108524704,6,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
654,Box 6,D6,6,5,2014,5,SKK,UPC,THAL,2,156,24.2,582,1.294747,1.2652,1.299826,1.279376,1.05828,1.028856,1.05866,1.150915,0,1.28478725,0.015687602,0.012210273,0.836074416,1.07417775,0.05302894,0.049367007,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
655,Box 16,E6,6,13,2014,6,CDR,CON,BACK,5,164,22.7,569,2.533902,2.140986,2.344002,2.441896,1.142021,0.8916941,0.9869723,1.063315,0,2.3651965,0.168388355,0.071194235,0.431676861,1.0210006,0.10694943,0.104749625,6,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
656,Box 21,D7,7,31,2015,11,SKK,UPC,RIGH,16-00137,212,24.6,325,1.426207,1.681288,1.840975,1.490347,1.059963,1.219832,1.335801,0.9916146,0,1.60970425,0.188439015,0.117064371,0.715536814,1.15180265,0.155540046,0.135040535,5,C,N,Y,Y,,,,UWSP,,,,,,,
657,Box 17,C8,6,21,2014,7,IAR,MTH,THAL,46,172,26.3,473,3.288083,2.812475,3.109047,3.452913,1.534108,1.261161,1.580522,1.508385,0,3.1656295,0.274132784,0.08659661,0.46469241,1.471044,0.143070757,0.097257973,6,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,ACGC,ACGC,ACGC,ACGC
658,Box 2,D2,7,28,2014,11,UMR,DNI,THAL,1,209,24.7,504,1.631747,1.661339,1.667942,1.612342,1.09388,1.164921,1.027564,1.108213,0,1.6433425,0.025977529,0.015807739,0.66854262,1.0986445,0.056448409,0.05138005,4,C,Y,N,N,INCORRECT LABEL IN BOXES - SHOULD BE DNI NOT DND,,,Roe,,,,,,,
659,Box 7,C1,6,20,2014,7,UMR,UPD,THAL,3,171,26,349,1.363951,1.398905,1.381621,1.381671,0.9613279,0.7586155,0.8645809,1.043898,0,1.381537,0.01427048,0.010329423,0.65659159,0.907105575,0.123166389,0.135779553,4,C,N,Y,Y,maybe not a goldeye,YES,Goldeye,Roe,Hiodontidae,Hiodon,Hiodon alosoides,Goldeye,Hiodontidae,Hiodon,Hiodon alosoides
660,Box 8,D4,7,20,2014,10,UMR,DNI,BACK,1,201,24.7,476,1.560309,1.505819,1.553901,1.530683,1.128326,0.8969437,1.070888,1.010898,2.200524,1.537678,0.02476068,0.016102643,0.66773663,1.026763925,0.098939051,0.096360077,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
661,Box 4,C9,8,15,2014,13,UMR,DNI,THAL,1,227,25.3,440,2.796642,1.911662,2.167439,2.32862,0.8548028,1.078417,1.266484,0.9531488,2.47326,2.30109075,0.372311,0.161797617,0.451183053,1.03821315,0.177575553,0.171039591,8,C,N,Y,Y,SAND,,,Roe,,,,,,,
662,Box 21,D8,4,24,2015,1,UMR,DND,THAL,16-00138,114,13.8,403,1.751539,1.828457,1.740862,1.786608,1.751539,1.828457,1.740862,1.786608,0,1.7768665,0.039557059,0.022262257,1,1.7768665,0.039557059,0.022262257,D,D,N,Y,Y,,NO,Bigmouth Buffalo,UWSP,Catostomidae,Ictiobus,Ictiobus cyprinellus,Bigmouth Buffalo,Catostomidae,Ictiobus,Ictiobus cyprinellus
663,Box 14,F2,5,27,2014,4,UMR,DND,THAL,40,147,19.9,332,3.921407,2.144195,2.71212,3.407828,1.721597,1.707417,2.476956,1.941701,0,3.0463875,0.779312609,0.255815325,0.644014509,1.96191775,0.359721101,0.183351774,6,C,N,Y,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
664,Box 6,D7,8,7,2014,12,IAR,MTH,CHAN,4,219,23.8,511,1.137461,0.9388002,1.091981,0.9649701,0.9357932,0.910304,1.034131,0.9758659,0,1.033303075,0.096422959,0.093315273,0.932953311,0.964023525,0.053969246,0.055983329,4,C,N,Y,Y,,NO,Channel Shiner,Roe,Cyprinidae,Notropis,Notropis wickliffi,Channel Shiner,Cyprinidae,Notropis,Notropis wickliffi
665,Box 10,E6,7,29,2014,11,DSM,MTH,CHAN,3,210,25.4,480,1.436747,1.449233,1.439639,1.463549,1.436747,1.449233,1.439639,1.463549,0,1.447292,0.012080604,0.00834704,1,1.447292,0.012080604,0.00834704,D,D,N,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
666,Box 8,D5,7,20,2014,10,CDR,CON,CHAN,2,201,24.8,559,NA,NA,NA,NA,0.8956178,1.04542,1.055088,0.9036021,2.527497,NA,NA,NA,NA,0.974931975,0.08712489,NA,8,C,N,N,NO MEMBRANE,late stage embryo without a membrane,,,Roe,,,,,,,
667,Box 7,C2,7,20,2014,10,CDR,CON,BACK,5,201,24.8,559,1.458262,2.108163,2.172063,1.390246,1.352835,0.8157181,1.276053,1.012211,2.185278,1.7821835,0.415053732,0.23289057,0.625190546,1.114204275,0.2467362,0.221446108,8,C,N,Y,Y,,,,Roe,,,,,,,
668,Box 6,D8,7,21,2014,10,UMR,DND,THAL,1,202,24.8,479,1.495513,1.504286,1.460848,1.54038,1.009583,1.114503,1.184677,1.064586,2.280394,1.50025675,0.032668348,0.021775171,0.728766759,1.09333725,0.07445882,0.068102335,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
669,Box 8,D6,7,28,2014,11,UMR,UPI,BACK,2,209,24.7,522,1.354333,1.420673,1.399305,1.383744,1.107976,1.091929,1.275093,1.185679,0,1.38951375,0.027915006,0.020089766,0.838544599,1.16516925,0.083942605,0.072043272,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
670,Box 16,E7,6,13,2014,6,CDR,CON,CHAN,4,164,22.7,569,2.124397,1.693804,1.773831,2.120347,1.233497,0.9322654,1.111068,1.066294,0,1.92809475,0.226704625,0.117579608,0.563136796,1.0857811,0.124373405,0.114547403,6,C,N,Y,Y,likely not a drum,YES,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
671,Box 16,E8,6,13,2014,6,CDR,CON,CHAN,5,164,22.7,569,1.295915,1.382402,1.412706,1.333779,1.228146,1.029036,1.32372,1.077949,0,1.3562005,0.05169286,0.038115942,0.858805722,1.16471275,0.135699683,0.116509141,4,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
672,Box 21,D9,4,24,2015,1,UMR,DND,THAL,16-00139,114,13.8,403,1.974143,1.745572,1.779156,1.880582,1.931898,1.827001,1.691078,1.740148,0,1.84486325,0.103545928,0.056126615,0.974343898,1.79753125,0.105748162,0.058829666,D,D,Y,Y,Y,eye pigment,NO,Bigmouth Buffalo,UWSP,Catostomidae,Ictiobus,Ictiobus cyprinellus,Bigmouth Buffalo,Catostomidae,Ictiobus,Ictiobus cyprinellus
673,Box 18,E3,6,21,2014,7,UMR,DNS,CHAN,31,172,25.2,367,1.454498,1.44664,1.434132,1.441924,1.05454,1.031468,0.9446059,0.9677213,0,1.4442985,0.008534409,0.005909034,0.692089482,0.9995838,0.051879908,0.051901509,6,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
674,Box 21,D10,5,22,2015,4,UMR,DND,BACK,16-00140,142,19.3,431,1.674903,1.573981,1.747817,1.543944,1.674903,1.573981,1.747817,1.543944,0,1.63516125,0.093691576,0.057298065,1,1.63516125,0.093691576,0.057298065,D,D,N,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
675,Box 7,C3,8,7,2014,12,UMR,DNI,CHAN,5,219,25.8,489,2.842724,2.022945,2.634065,2.490273,1.066964,0.8020635,1.210997,0.8139379,0,2.49750175,0.347890925,0.139295568,0.389785753,0.9734906,0.199992401,0.205438451,4,C,N,N,Y,,,,Roe,,,,,,,
676,Box 8,D7,8,6,2014,12,UMR,UPS,THAL,2,218,26.8,474,1.364758,1.109489,1.225985,1.1909,0.9879556,1.076795,0.9742216,0.9093282,2.458886,1.222783,0.106488199,0.087086751,0.807236525,0.9870751,0.068944975,0.06984775,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
677,Box 11,E8,6,5,2014,5,IAR,MTH,CHAN,3,156,24.1,489,2.979698,1.176639,2.414746,1.957196,1.08146,0.8750289,1.066161,0.8805835,2.35196,2.13206975,0.761972935,0.357386495,0.457681251,0.97580835,0.113358049,0.116168354,7,C,N,N,Y,,,,Roe,,,,,,,
678,Box 21,E1,6,1,2015,5,UMR,UPI,THAL,16-00141,152,20.6,389,1.136321,1.242709,1.126574,1.142421,1.136321,1.242709,1.126574,1.142421,0,1.16200625,0.054196225,0.046640218,1,1.16200625,0.054196225,0.046640218,D,D,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
679,Box 21,E2,6,1,2015,5,UMR,UPI,THAL,16-00142,152,20.6,389,1.005969,1.005917,0.8998012,1.05556,1.005969,1.005917,0.8998012,1.05556,0,0.9918118,0.065648474,0.066190455,1,0.9918118,0.065648474,0.066190455,D,D,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
680,Box 17,C9,6,21,2014,7,IAR,MTH,THAL,47,172,26.3,473,3.183806,2.772937,2.805372,2.82048,1.58821,1.131776,1.243994,1.28473,0,2.89564875,0.193126044,0.066695259,0.453154928,1.3121775,0.1950564,0.148650925,5,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
681,Box 21,E3,7,30,2015,11,UMR,UPI,BACK,16-00143,211,27.8,461,1.247152,1.047185,1.137861,1.101272,1.084937,1.225288,1.027355,1.056389,0,1.1333675,0.084507689,0.07456336,0.969228648,1.09849225,0.087738435,0.079871692,D,D,N,N,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
682,Box 21,E4,7,30,2015,11,UMR,UPI,BACK,16-00144,211,27.8,461,1.29221,1.251804,1.259722,1.12421,0.9916146,1.071396,1.225416,0.9571193,0,1.2319865,0.073947358,0.060022864,0.861524436,1.061386475,0.119367268,0.112463528,D,D,N,N,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
683,Box 8,D8,8,7,2014,12,UMR,DNI,BACK,2,219,25.8,489,1.502834,1.613913,1.539608,1.556676,0.9695823,1.073235,1.004098,1.150611,0,1.55325775,0.046258743,0.029781756,0.675600411,1.049381575,0.080072694,0.07630465,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
684,Box 4,D1,6,13,2014,6,CDR,CON,BACK,1,164,22.7,569,2.299642,2.711586,2.417227,2.510633,1.05833,0.8924315,0.9145409,0.913757,0,2.484772,0.174115695,0.070073107,0.380221948,0.94476485,0.076399818,0.080866491,5,C,N,Y,Y,,,,Roe,,,,,,,
685,Box 21,E5,7,30,2015,11,UMR,UPI,BACK,16-00145,211,27.8,461,1.37277,1.40857,1.366058,1.368312,1.37277,1.40857,1.366058,1.368312,0,1.3789275,0.019957501,0.014473205,1,1.3789275,0.019957501,0.014473205,D,D,N,N,N,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
686,Box 5,D2,7,21,2014,10,UMR,UPD,CHAN,1,202,24.7,460,2.869336,2.193289,2.709272,2.482795,0.9198569,1.086425,1.065653,1.241398,2.838598,2.563673,0.293458967,0.114468174,0.420620424,1.078333225,0.131568906,0.122011363,8,C,N,Y,Y,likely not a drum,YES,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
687,Box 21,E6,6,22,2015,7,UMR,UPS,THAL,16-00146,173,24.9,398,1.592788,1.384793,1.227344,1.486442,1.029585,0.8566663,1.023924,0.8418247,2.681829,1.42284175,0.155556846,0.109328284,0.65924408,0.938,0.102689832,0.109477433,8,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
688,Box 8,D9,6,13,2014,6,UMR,DNI,THAL,2,164,21.9,349,1.142319,1.269159,1.178064,1.19753,0.9577764,1.011036,0.9856178,0.986628,0,1.196768,0.05340278,0.0446225,0.823271135,0.98526455,0.021769626,0.022095209,5,C,N,Y,Y,,,,Roe,,,,,,,
689,Box 27,E4,6,21,2015,7,CDR,CON,THAL,16-00695,172,24.5,583,1.437954,1.586312,1.446681,2.032377,1.34744,1.263094,1.30503,1.355987,0,1.625831,0.279424343,0.171865553,0.810593321,1.31788775,0.042788492,0.032467478,D,D,N,Y,Y,,NO,Carpsuckers sp.,Roe,Catostomidae,Carpiodes,Carpiodes sp.,Carpsuckers sp.,Catostomidae,Carpiodes,Carpiodes sp.
690,Box 19,H5,5,24,2015,4,CDR,CON,CHAN,2015-EG-04-CDR-CON-C-004,144,18.4,561,2.313751,2.183843,2.279542,2.047857,1.200156,1.052055,1.291275,1.217491,0,2.20624825,0.119049847,0.053960313,0.539487907,1.19024425,0.100239895,0.08421792,3,C,N,N,Y,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
691,Box 27,E5,6,11,2015,6,CDR,CON,CHAN,16-00696,162,26.2,507,3.183646,2.899575,3.443996,2.488578,1.39071,1.017802,1.427041,1.167161,0,3.00394875,0.409240587,0.136234211,0.416344819,1.2506785,0.193148638,0.154435083,6,C,N,N,Y,,NO,Fathead Minnow,Roe,Cyprinidae,Pimephales,Pimephales promelas,Fathead Minnow,Cyprinidae,Pimephales,Pimephales promelas
692,Box 27,E6,7,20,2015,10,UMR,UPI,THAL,16-00697,201,27.2,481,1.479371,1.414226,1.435115,1.429652,1.479371,1.414226,1.435115,1.429652,0,1.439591,0.027956215,0.019419554,1,1.439591,0.027956215,0.019419554,D,D,N,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
693,Box 14,F3,5,27,2014,4,UMR,DND,THAL,41,147,19.9,332,2.644923,1.625433,2.037259,2.000085,1.279763,1.851969,1.737125,1.963712,0,2.076925,0.421878549,0.203126521,0.8224381,1.70814225,0.300194833,0.175743462,1,C,N,Y,Y,prongs,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
694,Box 4,D2,5,27,2014,4,UMR,UPS,THAL,1,147,20.7,316,1.448461,1.33022,1.277517,1.196771,1.093752,1.05833,1.032654,1.088611,0,1.31324225,0.105537039,0.080363725,0.813510797,1.06833675,0.028462688,0.026642057,4,C,N,N,N,,,,Roe,,,,,,,
695,Box 7,C4,6,4,2014,5,UMR,UPS,CHAN,4,155,24.6,313,1.516816,1.528397,1.391163,1.123685,1.467496,1.034683,1.115396,1.021834,0,1.39001525,0.188114379,0.135332601,0.834416925,1.15985225,0.209234648,0.180397674,5,C,N,Y,Y,,,,Roe,,,,,,,
696,Box 7,C5,8,31,2014,15,IAR,MTH,CHAN,2,243,27.8,432,1.294626,1.178109,1.230226,1.160171,0.9350074,0.8504574,0.9149994,0.9175171,0,1.215783,0.060378925,0.049662584,0.743961155,0.904495325,0.037107889,0.041026071,4,C,N,Y,Y,,,,Roe,,,,,,,
697,Box 1,A2,6,21,2014,7,IAR,MTH,CHAN,2,172,26.3,473,4.159526,3.634256,3.586859,4.064499,1.230737,1.363246,0.959235,1.118947,3.946308,3.861285,0.292743016,0.075814921,0.302500657,1.16804125,0.171314474,0.146668171,8,C,N,N,Y,,,,Roe,,,,,,,
698,Box 21,E7,6,22,2015,7,UMR,UPS,THAL,16-00147,173,24.9,398,1.329232,1.39908,1.296929,1.663366,1.19567,1.120216,0.8798127,1.291017,0,1.42215175,0.166364497,0.116980833,0.788719576,1.121678925,0.175737943,0.156674017,6,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
