"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Embryo_to_Membrane_Ratio","Embryo_Ave","Embryo_SD","Embryo_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"validation","DNI","UMR",2016,7,191,27.4,415,0,1.58239,0.02863,0.01809,0.71044,1.12419,0.08351,0.07428,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,7,191,18,322,0,1.31546,0.10858,0.08254,1,1.31546,0.10858,0.08254,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNW","UMR",2016,7,190,26.7,384,2.15292,1.80744,0.04843,0.0268,0.64657,1.16863,0.04245,0.03633,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,7,190,26.2,382,0,1.49061,0.03894,0.02612,0.70733,1.05435,0.06831,0.06479,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,7,190,26.2,382,2.055039,1.60038,0.03987,0.02491,0.65362,1.04605,0.23763,0.22717,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,7,190,26.5,420,0,1.23369,0.02656,0.02153,1,1.23369,0.02656,0.02153,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPD","UMR",2016,7,191,28.1,553,2.631008,1.66215,0.05126,0.03084,0.78294,1.30136,0.10386,0.07981,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,7,191,26.6,435,0,1.54942,0.03852,0.02486,0.65427,1.01373,0.05337,0.05264,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,7,191,26.6,435,0,1.79058,0.05814,0.03247,0.762,1.36442,0.02917,0.02138,"2","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPD","UMR",2016,7,191,18,473,0,1.53254,0.05737,0.03743,0.71069,1.08916,0.05476,0.05028,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","ROC",2016,7,200,26.8,660,2.504101,1.75508,0.10167,0.05793,0.56224,0.98679,0.09157,0.0928,"2","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","MTH","SKK",2016,7,201,29.875,585,0,1.46508,0.03234,0.02208,0.79973,1.17167,0.04945,0.0422,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","SKK",2016,7,201,29.875,585,0,1.18255,0.03076,0.02601,1,1.18255,0.03076,0.02601,"D","D","N","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","SKK",2016,7,201,29.875,585,0,1.3314,0.03394,0.02549,0.76649,1.0205,0.03704,0.03629,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,7,201,28.1,553,0,1.58569,0.07454,0.04701,0.68267,1.0825,0.06572,0.06071,"3","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,7,201,28.1,553,1.831678,1.82878,0.07367,0.04028,0.51355,0.93917,0.08059,0.08581,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,7,201,28.1,553,0,1.54951,0.02745,0.01772,0.67129,1.04018,0.04298,0.04132,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DND","UMR",2016,7,201,23.25,455,0,1.33147,0.04328,0.03251,0.72183,0.96109,0.04303,0.04477,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,7,200,27.85,420,0,1.74124,0.0478,0.02745,0.74405,1.29558,0.06984,0.05391,"1","C","N","Y","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,7,201,28.1,553,0,1.38363,0.05765,0.04166,0.71997,0.99617,0.0769,0.07719,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,7,201,28.1,553,0,1.53706,0.0611,0.03975,0.75156,1.15519,0.02864,0.02479,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,7,201,28.1,553,0,1.57945,0.03721,0.02356,0.63649,1.0053,0.10343,0.10289,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,7,200,27,373,0,1.57969,0.0291,0.01842,0.70707,1.11695,0.04131,0.03698,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,7,200,28.3,484,0,1.42358,0.02588,0.01818,0.6797,0.96761,0.09608,0.09929,"2","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,7,200,27.25,378,0,1.27887,0.16373,0.12803,0.72856,0.93173,0.03549,0.0381,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","MTH","DSM",2016,7,211,28.9,490,0,1.04662,0.0401,0.03832,1,1.04662,0.0401,0.03832,"D","D","Y","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","MTH","IAR",2016,7,211,27.9,552,0,1.78934,0.04498,0.02514,0.72067,1.28953,0.14602,0.11323,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DND","UMR",2016,7,211,28.5,437,0,1.33849,0.09797,0.07319,0.63749,0.85327,0.02167,0.0254,"1","C","N","Y","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,7,211,27.8,444,2.326387,1.5307,0.02378,0.01554,0.70894,1.08517,0.08925,0.08225,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","DSM",2016,8,224,28.1,553,2.757307,2.12648,0.08108,0.03813,0.4874,1.03645,0.11946,0.11526,"8","C","N","Y","Y","Notropis","River Shiner","Cyprinidae","Notropis","River Shiner"
"validation","MTH","DSM",2016,8,224,28.1,553,0,1.5422,0.02232,0.01447,0.61396,0.94685,0.04525,0.04779,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","DSM",2016,8,224,28.1,553,2.093524,1.533,0.05242,0.03419,0.79165,1.2136,0.06727,0.05543,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","DSM",2016,8,224,28.1,553,2.081684,1.44084,0.03779,0.02623,0.76181,1.09765,0.18416,0.16777,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,8,225,26.1,589,0,1.47179,0.11221,0.07624,0.63273,0.93124,0.09977,0.10713,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DND","UMR",2016,8,225,27.9,375,2.114472,2.92533,0.04689,0.01603,0.32919,0.96299,0.06167,0.06404,"8","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","DNI","UMR",2016,8,225,27.7,386,0,1.81129,0.03752,0.02071,0.66721,1.20851,0.04643,0.03841,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,8,225,27.7,386,0,1.51381,0.0244,0.01612,0.76365,1.15602,0.10483,0.09069,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,8,225,27.7,386,0,1.18912,0.07662,0.06443,1,1.18912,0.07662,0.06443,"D","D","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNS","UMR",2016,8,224,28.2,381,2.097556,1.39954,0.06931,0.04952,0.75364,1.05474,0.09921,0.09406,"7","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,8,225,27.6,374,0,1.5783,0.03487,0.0221,0.64596,1.01952,0.08792,0.08623,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,8,225,27.6,370,0,1.5217,0.05437,0.03573,0.76717,1.1674,0.10614,0.09092,"6","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,8,225,27.6,370,0,1.56662,0.01173,0.00749,0.72348,1.13341,0.04649,0.04102,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,8,232,28.2,625,0,1.57996,0.21096,0.13352,0.5987,0.94593,0.09217,0.09743,"6","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,8,232,24.2,625,2.299298,1.34529,0.09631,0.07159,0.66541,0.89517,0.19075,0.21308,"8","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNI","UMR",2016,8,232,28.2,625,2.299298,1.34529,0.09631,0.07159,0.66541,0.89517,0.19075,0.21308,"8","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNI","UMR",2016,8,232,24.2,625,0,0.93285,0.10895,0.11679,1,0.93285,0.10895,0.11679,"D","D","N","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNI","UMR",2016,8,232,28.2,625,0,0.93285,0.10895,0.11679,1,0.93285,0.10895,0.11679,"D","D","N","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNI","UMR",2016,8,232,24.2,625,0,1.48945,0.09147,0.06141,0.70896,1.05596,0.0569,0.05389,"6","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNI","UMR",2016,8,232,28.2,625,0,1.48945,0.09147,0.06141,0.70896,1.05596,0.0569,0.05389,"6","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","UPI","UMR",2016,8,232,24.2,625,0,1.73379,0.0238,0.01373,0.74413,1.29017,0.04661,0.03613,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,8,232,28.2,625,0,1.73379,0.0238,0.01373,0.74413,1.29017,0.04661,0.03613,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,8,240,25.6,625,0,4.33273,0.20381,0.04704,0.31651,1.37136,0.1767,0.12885,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNI","UMR",2016,8,240,25.6,625,0,4.39436,0.03639,0.00828,0.34597,1.52033,0.27867,0.1833,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,8,240,25.6,625,0,4.31081,0.0899,0.02086,0.35654,1.53697,0.07433,0.04836,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,8,241,27.1,421,3.095615,3.80419,0.21781,0.05726,0.34133,1.29849,0.33016,0.25427,"7","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,8,241,24.5,385,3.095615,3.80419,0.21781,0.05726,0.34133,1.29849,0.33016,0.25427,"7","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,8,241,27.1,421,2.915699,2.56826,0.24663,0.09603,0.64806,1.66438,0.11365,0.06829,"7","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,8,241,24.5,385,2.915699,2.56826,0.24663,0.09603,0.64806,1.66438,0.11365,0.06829,"7","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P15","UMR",2016,8,241,25.75,423,0,4.51066,0.09894,0.02194,0.37268,1.68104,0.17218,0.10243,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P15","UMR",2016,8,241,25.75,423,0,4.51066,0.09894,0.02194,0.37268,1.68104,0.17218,0.10243,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P17","UMR",2016,8,241,27.4,415,3.545375,3.88156,0.30679,0.07904,0.31028,1.20438,0.21641,0.17968,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","P17","UMR",2016,8,241,27.4,415,3.545375,3.88156,0.30679,0.07904,0.31028,1.20438,0.21641,0.17968,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPW","UMR",2016,8,241,24.5,385,3.948946,3.78743,0.61521,0.16244,0.35527,1.34556,0.1858,0.13808,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPW","UMR",2016,8,241,24.5,385,2.928662,3.35843,0.24457,0.07282,0.3167,1.0636,0.22151,0.20827,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.91551,0.43137,0.14796,0.52935,1.54332,0.0831,0.05384,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.61069,0.19729,0.04279,0.34194,1.57658,0.16017,0.10159,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.45874,0.13975,0.0404,0.59293,2.05079,0.16471,0.08032,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,0,4.4206,0.07058,0.01597,0.43616,1.92809,0.15293,0.07932,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.52836,0.3533,0.07802,0.41878,1.89637,0.15112,0.07969,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","UPI","UMR",2016,5,151,23.9,445,0,1.42837,0.01832,0.01282,0.72197,1.03124,0.03812,0.03697,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,151,24.4,429,2.397403,1.50987,0.25414,0.16832,0.51809,0.78225,0.06356,0.08125,"8","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","P17","UMR",2016,5,151,24.4,429,2.440216,1.68216,0.03103,0.01845,0.74267,1.24928,0.10066,0.08057,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,4.54746,0.05365,0.0118,0.34322,1.56076,0.10754,0.0689,"1","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","UPW","UMR",2016,5,150,23.6,426,0,1.47753,0.14417,0.09757,0.83368,1.23179,0.11534,0.09363,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,5,150,23.6,426,0,1.69615,0.047,0.02771,0.71367,1.21049,0.01479,0.01222,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,5,151,24.8,446,0,1.93211,0.02208,0.01143,0.63818,1.23303,0.0539,0.04372,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,4.67011,0.41573,0.08902,0.30328,1.41634,0.1637,0.11558,"1","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","DNI","UMR",2016,5,151,23.8,484,4.518249,4.28969,0.13212,0.0308,0.34145,1.46472,0.28786,0.19653,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.65011,0.04504,0.0273,0.66929,1.1044,0.08616,0.07802,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","ROC",2016,5,150,24.2,625,0,1.63978,0.03816,0.02327,0.67362,1.10459,0.01963,0.01777,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,5,151,23.4,463,4.25866,4.20507,0.29539,0.07025,0.39915,1.67847,0.16627,0.09906,"8","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","IAR",2016,5,151,23.4,463,5.088635,4.47201,0.46957,0.105,0.3863,1.72755,0.2604,0.15073,"8","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","UPS","UMR",2016,5,151,24.8,446,0,1.7379,0.04858,0.02795,0.66724,1.1596,0.11683,0.10075,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.60647,0.04337,0.00942,0.40016,1.84331,0.30602,0.16602,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,5,150,24.4,446,0,1.49344,0.0627,0.04198,0.74893,1.11849,0.1128,0.10085,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.61485,0.04225,0.02616,0.69465,1.12175,0.09861,0.0879,"4","C","Y","N","Y","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,5,150,24.6,421,0,1.79505,0.0269,0.01499,0.633,1.13627,0.06096,0.05365,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","SKK",2016,6,161,25.2,619,0,1.91669,0.04453,0.02323,0.60708,1.16357,0.04204,0.03613,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
